  0.00	728	55	G	713	              Actinobacillus
  0.00	257	0	S	67854	                Actinobacillus succinogenes
  0.00	257	257	S1	339671	                  Actinobacillus succinogenes 130Z
  0.00	171	138	S	715	                Actinobacillus pleuropneumoniae
  0.00	16	0	S1	434270	                  Actinobacillus pleuropneumoniae serovar 3
  0.00	16	16	S2	434271	                    Actinobacillus pleuropneumoniae serovar 3 str. JL03
  0.00	7	0	S1	44294	                  Actinobacillus pleuropneumoniae serovar 5
  0.00	7	7	S2	416269	                    Actinobacillus pleuropneumoniae serovar 5b str. L20
  0.00	7	7	S1	754345	                  Actinobacillus pleuropneumoniae serovar 8
  0.00	3	0	S1	209841	                  Actinobacillus pleuropneumoniae serovar 7
  0.00	3	3	S2	537457	                    Actinobacillus pleuropneumoniae serovar 7 str. AP76
  0.00	134	134	S	189834	                Actinobacillus porcitonsillarum
  0.00	58	57	S	716	                Actinobacillus suis
  0.00	1	1	S1	696748	                  Actinobacillus suis H91-0380
  0.00	53	0	S	718	                Actinobacillus equuli
  0.00	53	53	S1	202947	                  Actinobacillus equuli subsp. equuli
  0.00	484	7	G	745	              Pasteurella
  0.00	406	197	S	747	                Pasteurella multocida
  0.00	202	89	S1	44283	                  Pasteurella multocida subsp. multocida
  0.00	102	102	S2	1304873	                    Pasteurella multocida subsp. multocida OH4807
  0.00	9	9	S2	1132496	                    Pasteurella multocida subsp. multocida str. HN06
  0.00	2	2	S2	584721	                    Pasteurella multocida subsp. multocida str. 3480
  0.00	6	6	S1	1304890	                  Pasteurella multocida OH1905
  0.00	1	1	S1	1075089	                  Pasteurella multocida 36950
  0.00	71	71	S	754	                Pasteurella dagmatis
  0.00	447	4	G	2094023	              Glaesserella
  0.00	308	293	S	738	                Glaesserella parasuis
  0.00	11	11	S1	557723	                  Glaesserella parasuis SH0165
  0.00	4	4	S1	456298	                  Glaesserella parasuis 29755
  0.00	135	135	S	2030797	                Glaesserella sp. 15-184
  0.00	389	41	G	75984	              Mannheimia
  0.00	135	107	S	85404	                Mannheimia varigena
  0.00	11	11	S1	1433287	                  Mannheimia varigena USDA-ARS-USMARC-1296
  0.00	10	10	S1	1434214	                  Mannheimia varigena USDA-ARS-USMARC-1312
  0.00	7	7	S1	1434215	                  Mannheimia varigena USDA-ARS-USMARC-1388
  0.00	133	114	S	75985	                Mannheimia haemolytica
  0.00	15	15	S1	1222034	                  Mannheimia haemolytica USDA-ARS-USMARC-184
  0.00	3	3	S1	1311759	                  Mannheimia haemolytica D171
  0.00	1	1	S1	1249526	                  Mannheimia haemolytica USDA-ARS-USMARC-185
  0.00	80	80	S	1432056	                Mannheimia sp. USDA-ARS-USMARC-1261
  0.00	256	0	G	155493	              Gallibacterium
  0.00	256	0	S	750	                Gallibacterium anatis
  0.00	256	256	S1	1005058	                  Gallibacterium anatis UMN179
  0.00	225	0	G	697331	              Basfia
  0.00	225	0	S	157673	                [Mannheimia] succiniciproducens
  0.00	225	225	S1	221988	                  [Mannheimia] succiniciproducens MBEL55E
  0.00	212	0	G	214906	              Histophilus
  0.00	212	183	S	731	                Histophilus somni
  0.00	17	17	S1	228400	                  Histophilus somni 2336
  0.00	12	12	S1	205914	                  Histophilus somni 129PT
  0.00	181	0	F1	1524964	              unclassified Pasteurellaceae
  0.00	181	0	F2	67757	                unclassified Pasteurellaceae (miscellaneous)
  0.00	181	181	S	1679001	                  Pasteurellaceae bacterium NI1060
  0.00	174	0	G	476528	              Bibersteinia
  0.00	174	115	S	47735	                Bibersteinia trehalosi
  0.00	55	55	S1	1263832	                  Bibersteinia trehalosi USDA-ARS-USMARC-190
  0.00	2	2	S1	1171377	                  Bibersteinia trehalosi USDA-ARS-USMARC-192
  0.00	2	2	S1	1263829	                  Bibersteinia trehalosi USDA-ARS-USMARC-188
  0.00	136	0	G	292486	              Avibacterium
  0.00	136	136	S	728	                Avibacterium paragallinarum
  0.00	5176	15	O	72273	          Thiotrichales
  0.00	2514	12	F	135616	            Piscirickettsiaceae
  0.00	844	14	G	40222	              Methylophaga
  0.00	455	455	S	754476	                Methylophaga nitratireducenticrescens
  0.00	375	375	S	754477	                Methylophaga frappieri
  0.00	655	117	G	933	              Thiomicrospira
  0.00	314	0	S	92245	                Thiomicrospira aerophila
  0.00	314	314	S1	717772	                  Thiomicrospira aerophila AL3
  0.00	224	0	S	147268	                Thiomicrospira cyclica
  0.00	224	224	S1	717773	                  Thiomicrospira cyclica ALM1
  0.00	420	278	G	34067	              Cycloclasticus
  0.00	49	49	S	385025	                Cycloclasticus sp. P1
  0.00	47	47	S	728003	                Cycloclasticus sp. PY97N
  0.00	46	0	S	1329899	                Cycloclasticus zancles
  0.00	46	46	S1	1198232	                  Cycloclasticus zancles 78-ME
  0.00	344	0	G	1237	              Piscirickettsia
  0.00	344	344	S	1238	                Piscirickettsia salmonis
  0.00	239	0	G	28884	              Hydrogenovibrio
  0.00	239	0	S	39765	                Hydrogenovibrio crunogenus
  0.00	239	239	S1	317025	                  Hydrogenovibrio crunogenus XCL-2
  0.00	1603	207	F	34064	            Francisellaceae
  0.00	1319	345	G	262	              Francisella
  0.00	172	64	S	263	                Francisella tularensis
  0.00	66	46	S1	264	                  Francisella tularensis subsp. novicida
  0.00	12	12	S2	401614	                    Francisella tularensis subsp. novicida U112
  0.00	6	6	S2	1450527	                    Francisella tularensis subsp. novicida D9876
  0.00	1	1	S2	984129	                    Francisella cf. novicida Fx1
  0.00	1	1	S2	1386968	                    Francisella tularensis subsp. novicida PA10-7858
  0.00	35	2	S1	119857	                  Francisella tularensis subsp. holarctica
  0.00	33	33	S2	1432652	                    Francisella tularensis subsp. holarctica PHIT-FT049
  0.00	6	0	S1	135248	                  Francisella tularensis subsp. mediasiatica
  0.00	6	6	S2	441952	                    Francisella tularensis subsp. mediasiatica FSC147
  0.00	1	1	S1	119856	                  Francisella tularensis subsp. tularensis
  0.00	134	134	S	1547445	                Francisella sp. FSC1006
  0.00	125	125	S	1542390	                Francisella sp. CA97-1460
  0.00	114	94	S	28110	                Francisella philomiragia
  0.00	20	20	S1	539329	                  Francisella philomiragia subsp. philomiragia ATCC 25015
  0.00	79	79	S	573570	                Francisella sp. TX077310
  0.00	76	76	S	549298	                Francisella halioticida
  0.00	67	48	S	622488	                Francisella hispaniensis
  0.00	19	19	S1	1088883	                  Francisella hispaniensis FSC454
  0.00	67	67	S	2007306	                Francisella sp. FDC440
  0.00	59	0	S	954	                Francisella persica
  0.00	59	59	S1	1086726	                  Francisella persica ATCC VR-331
  0.00	43	43	S	573569	                Francisella sp. TX077308
  0.00	38	0	S	657445	                Francisella noatunensis
  0.00	33	32	S1	299583	                  Francisella noatunensis subsp. orientalis
  0.00	1	1	S2	1449091	                    Francisella noatunensis subsp. orientalis FNO24
  0.00	5	0	S1	360196	                  Francisella noatunensis subsp. noatunensis
  0.00	5	5	S2	1089433	                    Francisella noatunensis subsp. noatunensis FSC772
  0.00	77	0	G	1869285	              Allofrancisella
  0.00	77	77	S	594679	                Allofrancisella guangzhouensis
  0.00	1044	1	F	135617	            Thiotrichaceae
  0.00	541	0	G	40751	              Thioploca
  0.00	541	541	S	40754	                Thioploca ingrica
  0.00	502	0	G	1021	              Beggiatoa
  0.00	502	502	S	288004	                Beggiatoa leptomitoformis
  0.00	451	0	O	1240482	          Orbales
  0.00	451	5	F	1240483	            Orbaceae
  0.00	336	0	G	1193503	              Gilliamella
  0.00	336	336	S	1196095	                Gilliamella apicola
  0.00	110	0	G	1335631	              Frischella
  0.00	110	110	S	1267021	                Frischella perrara
  0.00	235	0	O	135615	          Cardiobacteriales
  0.00	235	0	F	868	            Cardiobacteriaceae
  0.00	235	0	G	869	              Dichelobacter
  0.00	235	213	S	870	                Dichelobacter nodosus
  0.00	22	22	S1	246195	                  Dichelobacter nodosus VCS1703A
  1.21	1309611	34910	C	28216	        Betaproteobacteria
  0.99	1074973	60518	O	80840	          Burkholderiales
  0.45	485497	37647	F	119060	            Burkholderiaceae
  0.20	214705	38995	G	32008	              Burkholderia
  0.09	93234	26867	G1	87882	                Burkholderia cepacia complex
  0.01	7399	7050	S	101571	                  Burkholderia ubonensis
  0.00	349	349	S1	1249668	                    Burkholderia ubonensis MSMB22
  0.01	7290	6523	S	95486	                  Burkholderia cenocepacia
  0.00	397	397	S1	406425	                    Burkholderia cenocepacia MC0-3
  0.00	260	260	S1	216591	                    Burkholderia cenocepacia J2315
  0.00	68	68	S1	1055524	                    Burkholderia cenocepacia H111
  0.00	23	23	S1	331272	                    Burkholderia cenocepacia HI2424
  0.00	19	19	S1	331271	                    Burkholderia cenocepacia AU 1054
  0.01	6545	3411	S	292	                  Burkholderia cepacia
  0.00	1573	1573	S1	1009846	                    Burkholderia cepacia GG4
  0.00	1561	1561	S1	1395570	                    Burkholderia cepacia JBK9
  0.01	5952	5619	S	87883	                  Burkholderia multivorans
  0.00	327	327	S1	395019	                    Burkholderia multivorans ATCC 17616
  0.00	6	6	S1	985079	                    Burkholderia multivorans ATCC BAA-247
  0.00	4797	4797	S	482957	                  Burkholderia lata
  0.00	3334	3334	S	95485	                  Burkholderia stabilis
  0.00	3304	3304	S	488447	                  Burkholderia contaminans
  0.00	3122	594	S	152480	                  Burkholderia ambifaria
  0.00	1326	1326	S1	398577	                    Burkholderia ambifaria MC40-6
  0.00	1202	1202	S1	339670	                    Burkholderia ambifaria AMMD
  0.00	2903	2903	S	1503054	                  Burkholderia stagnalis
  0.00	2892	2892	S	60550	                  Burkholderia pyrrocinia
  0.00	2234	2234	S	152500	                  Burkholderia dolosa
  0.00	2122	2122	S	1503055	                  Burkholderia territorii
  0.00	1820	1820	S	265293	                  [Pseudomonas] mesoacidophila
  0.00	1730	1730	S	60552	                  Burkholderia vietnamiensis
  0.00	1547	1547	S	1637853	                  Burkholderia sp. NRF60-BP8
  0.00	1535	1535	S	488731	                  Burkholderia seminalis
  0.00	1528	1528	S	488729	                  Burkholderia metallica
  0.00	1465	1465	S	1637862	                  Burkholderia sp. LA-2-3-30-S1-D2
  0.00	1418	1418	S	179879	                  Burkholderia anthina
  0.00	1061	1061	S	1637869	                  Burkholderia sp. MSMB0856
  0.00	1043	1043	S	488732	                  Burkholderia diffusa
  0.00	988	988	S	1207504	                  Burkholderia pseudomultivorans
  0.00	338	338	S	488446	                  Burkholderia latens
  0.02	22006	8540	G1	111527	                pseudomallei group
  0.00	4341	3608	S	28450	                  Burkholderia pseudomallei
  0.00	148	148	S1	1249475	                    Burkholderia pseudomallei MSHR840
  0.00	112	112	S1	1437000	                    Burkholderia pseudomallei MSHR1153
  0.00	76	76	S1	1435365	                    Burkholderia pseudomallei TSV 48
  0.00	74	74	S1	1249477	                    Burkholderia pseudomallei NAU35A-3
  0.00	65	65	S1	1439852	                    Burkholderia pseudomallei K42
  0.00	43	43	S1	1249470	                    Burkholderia pseudomallei MSHR1079
  0.00	40	40	S1	1306419	                    Burkholderia pseudomallei HBPUB10303a
  0.00	24	24	S1	1249469	                    Burkholderia pseudomallei MSHR1328
  0.00	22	22	S1	1306418	                    Burkholderia pseudomallei HBPUB10134a
  0.00	20	20	S1	1249468	                    Burkholderia pseudomallei NCTC 13178
  0.00	19	19	S1	1249658	                    Burkholderia pseudomallei PB08298010
  0.00	16	16	S1	272560	                    Burkholderia pseudomallei K96243
  0.00	13	13	S1	1435372	                    Burkholderia pseudomallei MSHR3965
  0.00	13	13	S1	1306417	                    Burkholderia pseudomallei MSHR5858
  0.00	12	12	S1	1249472	                    Burkholderia pseudomallei MSHR2543
  0.00	9	9	S1	331978	                    Burkholderia pseudomallei Pasteur 52237
  0.00	7	7	S1	1249659	                    Burkholderia pseudomallei MSHR520
  0.00	7	7	S1	557724	                    Burkholderia pseudomallei 576
  0.00	5	5	S1	1229785	                    Burkholderia pseudomallei BPC006
  0.00	3	3	S1	1435984	                    Burkholderia pseudomallei MSHR62
  0.00	2	2	S1	1249471	                    Burkholderia pseudomallei MSHR146
  0.00	1	1	S1	1249473	                    Burkholderia pseudomallei MSHR491
  0.00	1	1	S1	1306421	                    Burkholderia pseudomallei MSHR5855
  0.00	1	1	S1	1439854	                    Burkholderia pseudomallei B03
  0.00	3188	3077	S	57975	                  Burkholderia thailandensis
  0.00	103	103	S1	1249665	                    Burkholderia thailandensis E254
  0.00	5	5	S1	271848	                    Burkholderia thailandensis E264
  0.00	1	1	S1	1249662	                    Burkholderia thailandensis E444
  0.00	1	1	S1	1249663	                    Burkholderia thailandensis H0587
  0.00	1	1	S1	1249667	                    Burkholderia thailandensis USAMRU Malaysia #20
  0.00	2219	1900	S	342113	                  Burkholderia oklahomensis
  0.00	319	319	S1	441162	                    Burkholderia oklahomensis C6786
  0.00	1534	1534	S	1385592	                  Burkholderia sp. BDU8
  0.00	1206	1206	S	1385591	                  Burkholderia sp. BDU6
  0.00	340	340	S	1637837	                  Burkholderia sp. MSMB0266
  0.00	195	195	S	1636423	                  Burkholderia sp. MSMB1588
  0.00	161	161	S	1637841	                  Burkholderia sp. MSMB0852
  0.00	153	153	S	1637831	                  Burkholderia sp. MSMB617WGS
  0.00	129	127	S	13373	                  Burkholderia mallei
  0.00	2	2	S1	320389	                    Burkholderia mallei NCTC 10247
  0.01	10670	8438	S	28095	                Burkholderia gladioli
  0.00	1154	1154	S1	32009	                  Burkholderia gladioli pv. gladioli
  0.00	1078	1078	S1	999541	                  Burkholderia gladioli BSR3
  0.01	6211	6211	S	41899	                Burkholderia plantarii
  0.00	5326	5326	S	758793	                Burkholderia insecticola
  0.00	4714	4714	S	640511	                Burkholderia sp. CCGE1002
  0.00	4345	4345	S	1804984	                Burkholderia sp. OLGA172
  0.00	4042	4042	S	640512	                Burkholderia sp. CCGE1003
  0.00	4022	3848	S	337	                Burkholderia glumae
  0.00	126	126	S1	626418	                  Burkholderia glumae BGR1
  0.00	48	48	S1	1176492	                  Burkholderia glumae LMG 2196 = ATCC 33617
  0.00	3669	3669	S	1740163	                Burkholderia sp. Bp7605
  0.00	2641	2641	S	1795043	                Burkholderia sp. PAMC 26561
  0.00	2506	2506	S	1795874	                Burkholderia sp. PAMC 28687
  0.00	2336	2336	S	1705310	                Burkholderia sp. IDO3
  0.00	1981	1981	S	1855726	                Burkholderia sp. KK1
  0.00	1937	1937	S	2217913	                Burkholderia sp. JP2-270
  0.00	1817	1817	S	758796	                Burkholderia sp. RPE67
  0.00	1472	1472	S	1097668	                Burkholderia sp. YI23
  0.00	1211	1211	S	640510	                Burkholderia sp. CCGE1001
  0.00	1187	1187	S	1678678	                Burkholderia sp. HB1
  0.00	383	383	S	416344	                Burkholderia sp. KJ006
  0.07	81009	16291	G	106589	              Cupriavidus
  0.02	22283	22025	S	164546	                Cupriavidus taiwanensis
  0.00	258	258	S1	977880	                  Cupriavidus taiwanensis LMG 19424
  0.01	11537	5442	S	106590	                Cupriavidus necator
  0.00	3446	3446	S1	1042878	                  Cupriavidus necator N-1
  0.00	2649	2649	S1	381666	                  Cupriavidus necator H16
  0.01	5797	5797	S	68895	                Cupriavidus basilensis
  0.00	4722	0	S	82541	                Cupriavidus gilardii
  0.00	4722	4722	S1	1267562	                  Cupriavidus gilardii CR3
  0.00	4685	3866	S	119219	                Cupriavidus metallidurans
  0.00	819	819	S1	266264	                  Cupriavidus metallidurans CH34
  0.00	4647	4647	S	82633	                Cupriavidus pauculus
  0.00	4107	0	S	248026	                Cupriavidus pinatubonensis
  0.00	4107	4107	S1	264198	                  Cupriavidus pinatubonensis JMP134
  0.00	3440	3440	S	96344	                Cupriavidus oxalaticus
  0.00	1945	1945	S	1796606	                Cupriavidus nantongensis
  0.00	547	547	S	876364	                Cupriavidus sp. USMAA2-4
  0.00	534	534	S	367825	                Cupriavidus sp. USMAA1020
  0.00	474	474	S	1389192	                Cupriavidus sp. USMAHM13
  0.07	76667	11120	G	1822464	              Paraburkholderia
  0.01	6885	4491	S	75105	                Paraburkholderia caribensis
  0.00	2394	2394	S1	1323664	                  Paraburkholderia caribensis MBA4
  0.01	6530	0	S	36873	                Paraburkholderia xenovorans
  0.01	6530	6530	S1	266265	                  Paraburkholderia xenovorans LB400
  0.01	6119	6119	S	169430	                Paraburkholderia hospita
  0.00	5039	5039	S	1926494	                Paraburkholderia sp. SOS3
  0.00	4964	4964	S	2026199	                Paraburkholderia aromaticivorans
  0.00	4887	0	S	948107	                Paraburkholderia sprentiae
  0.00	4887	4887	S1	754502	                  Paraburkholderia sprentiae WSM5005
  0.00	4632	0	S	148447	                Paraburkholderia phymatum
  0.00	4632	4632	S1	391038	                  Paraburkholderia phymatum STM815
  0.00	4587	4587	S	134537	                Paraburkholderia fungorum
  0.00	3985	3985	S	169427	                Paraburkholderia terricola
  0.00	3946	0	S	261302	                Paraburkholderia phytofirmans
  0.00	3946	3946	S1	398527	                  Paraburkholderia phytofirmans PsJN
  0.00	3327	3327	S	134536	                Paraburkholderia caledonica
  0.00	3243	3243	S	1761016	                Paraburkholderia caffeinilytica
  0.00	2644	2644	S	311230	                Paraburkholderia terrae
  0.00	1878	0	S	412963	                Paraburkholderia rhizoxinica
  0.00	1878	1878	S1	882378	                  Paraburkholderia rhizoxinica HKI 454
  0.00	1524	1524	S	60548	                Paraburkholderia graminis
  0.00	1357	0	S	252970	                Paraburkholderia phenoliruptrix
  0.00	1357	1357	S1	1229205	                  Paraburkholderia phenoliruptrix BR3459a
  0.03	37060	14208	G	48736	              Ralstonia
  0.01	10641	8533	S	305	                Ralstonia solanacearum
  0.00	1536	1536	S1	859655	                  Ralstonia solanacearum CMR15
  0.00	153	153	S1	1130828	                  Ralstonia solanacearum FJAT-1458
  0.00	142	142	S1	1394180	                  Ralstonia solanacearum Rs-09-161
  0.00	115	115	S1	1457195	                  Ralstonia solanacearum Rs-10-244
  0.00	91	91	S1	859657	                  Ralstonia solanacearum PSI07
  0.00	39	39	S1	1429399	                  Ralstonia solanacearum OE1-1
  0.00	31	31	S1	1130829	                  Ralstonia solanacearum FJAT-91
  0.00	1	1	S1	1031711	                  Ralstonia solanacearum Po82
  0.00	4610	1870	S	329	                Ralstonia pickettii
  0.00	1497	1497	S1	428406	                  Ralstonia pickettii 12D
  0.00	1243	1243	S1	402626	                  Ralstonia pickettii 12J
  0.00	4470	4470	S	190721	                Ralstonia insidiosa
  0.00	2719	2719	S	105219	                Ralstonia mannitolilytica
  0.00	253	253	S	1310165	                Ralstonia pseudosolanacearum
  0.00	159	0	G1	209769	                unclassified Ralstonia
  0.00	159	159	S	1944648	                  blood disease bacterium A2-HR MARDI
  0.03	33051	3020	G	93217	              Pandoraea
  0.01	6056	6056	S	445709	                Pandoraea thiooxydans
  0.00	4050	3953	S	93220	                Pandoraea pnomenusa
  0.00	97	97	S1	1416914	                  Pandoraea pnomenusa 3kgm
  0.00	3470	3470	S	93219	                Pandoraea norimbergensis
  0.00	3336	3336	S	93221	                Pandoraea pulmonicola
  0.00	3175	3175	S	656178	                Pandoraea vervacti
  0.00	2974	2974	S	93218	                Pandoraea apista
  0.00	2837	2837	S	656179	                Pandoraea faecigallinarum
  0.00	2393	2393	S	573737	                Pandoraea oxalativorans
  0.00	1740	1740	S	93222	                Pandoraea sputorum
  0.00	3494	360	G	44013	              Polynucleobacter
  0.00	1509	1393	S	576610	                Polynucleobacter necessarius
  0.00	116	116	S1	452638	                  Polynucleobacter necessarius STIR1
  0.00	465	465	S	556054	                Polynucleobacter difficilis
  0.00	393	382	S	576611	                Polynucleobacter asymbioticus
  0.00	11	11	S1	312153	                  Polynucleobacter asymbioticus QLW-P1DMWA-1
  0.00	332	332	S	556053	                Polynucleobacter acidiphobus
  0.00	223	223	S	1835254	                Polynucleobacter duraquae
  0.00	173	173	S	1743168	                Polynucleobacter wuianus
  0.00	32	32	S	1819728	                Polynucleobacter sp. MWH-CNW20-3
  0.00	7	7	S	1743172	                Polynucleobacter sp. MWH-Creno-4B4
  0.00	1385	0	G	157932	              Paucimonas
  0.00	1385	1385	S	29443	                Paucimonas lemoignei
  0.00	479	0	G	1910924	              Hydromonas
  0.00	479	479	S	2268024	                Hydromonas sp. F02
  0.18	196121	15240	F	80864	            Comamonadaceae
  0.04	44601	3326	G	34072	              Variovorax
  0.01	16183	1593	S	34073	                Variovorax paradoxus
  0.01	5464	5464	S1	595537	                  Variovorax paradoxus EPS
  0.00	4655	4655	S1	1246301	                  Variovorax paradoxus B4
  0.00	4471	4471	S1	543728	                  Variovorax paradoxus S110
  0.01	8751	8751	S	1034889	                Variovorax sp. HW608
  0.01	6234	6234	S	1795631	                Variovorax sp. PAMC 28711
  0.01	5488	5488	S	2126319	                Variovorax sp. PMC12
  0.00	4619	4619	S	436515	                Variovorax boronicumulans
  0.03	29284	4243	G	12916	              Acidovorax
  0.01	6200	0	S	80867	                Acidovorax avenae
  0.01	6200	5953	S1	80870	                  Acidovorax avenae subsp. avenae
  0.00	247	247	S2	643561	                    Acidovorax avenae subsp. avenae ATCC 19860
  0.00	3613	3613	S	553814	                Acidovorax carolinensis
  0.00	2864	2864	S	358220	                Acidovorax sp. KKS102
  0.00	2572	2572	S	1842533	                Acidovorax sp. RAC01
  0.00	2292	2292	S	2478662	                Acidovorax sp. 1608163
  0.00	2287	2287	S	1858609	                Acidovorax sp. T1
  0.00	1969	1967	S	80869	                Acidovorax citrulli
  0.00	2	2	S1	397945	                  Acidovorax citrulli AAC00-1
  0.00	1845	1845	S	80868	                Acidovorax cattleyae
  0.00	840	840	S	232721	                Acidovorax sp. JS42
  0.00	559	0	S	721785	                Acidovorax ebreus
  0.00	559	559	S1	535289	                  Acidovorax ebreus TPSY
  0.01	15402	204	G	28065	              Rhodoferax
  0.01	5832	5832	S	1842727	                Rhodoferax koreense
  0.00	4396	0	S	192843	                Rhodoferax ferrireducens
  0.00	4396	4396	S1	338969	                  Rhodoferax ferrireducens T118
  0.00	2704	2704	S	81479	                Rhodoferax antarcticus
  0.00	2266	2266	S	1484693	                Rhodoferax saidenbachensis
  0.01	13191	387	G	52972	              Polaromonas
  0.00	5091	0	S	216465	                Polaromonas naphthalenivorans
  0.00	5091	5091	S1	365044	                  Polaromonas naphthalenivorans CJ2
  0.00	4492	4492	S	296591	                Polaromonas sp. JS666
  0.00	3221	3221	S	2268087	                Polaromonas sp. SP1
  0.01	11743	2184	G	283	              Comamonas
  0.00	3533	3533	S	1082851	                Comamonas serinivorans
  0.00	2643	216	S	285	                Comamonas testosteroni
  0.00	1604	1604	S1	1392005	                  Comamonas testosteroni TK102
  0.00	823	823	S1	1191062	                  Comamonas testosteroni P19
  0.00	1697	1697	S	225991	                Comamonas aquatica
  0.00	1005	1005	S	225992	                Comamonas kerstersii
  0.00	681	681	S	363952	                Comamonas thiooxydans
  0.01	10229	113	G	47420	              Hydrogenophaga
  0.00	4157	4157	S	795665	                Hydrogenophaga sp. PBC
  0.00	3565	3565	S	1842537	                Hydrogenophaga sp. RAC07
  0.00	2394	2394	S	1763535	                Hydrogenophaga crassostreae
  0.01	9778	0	G	174951	              Ramlibacter
  0.01	9778	5404	S	94132	                Ramlibacter tataouinensis
  0.00	4374	4374	S1	365046	                  Ramlibacter tataouinensis TTB310
  0.01	8772	4701	G	80865	              Delftia
  0.00	1659	1659	S	180282	                Delftia tsuruhatensis
  0.00	1380	781	S	80866	                Delftia acidovorans
  0.00	599	599	S1	398578	                  Delftia acidovorans SPH-1
  0.00	615	615	S	742013	                Delftia sp. Cs1-4
  0.00	417	417	S	1920191	                Delftia sp. HK171
  0.01	6579	224	G	1649468	              Melaminivora
  0.00	3361	3361	S	2109913	                Melaminivora sp. SC2-9
  0.00	2994	2994	S	2116657	                Melaminivora sp. SC2-7
  0.01	5894	468	F1	83494	              unclassified Comamonadaceae
  0.00	2715	2715	S	1458426	                Comamonadaceae bacterium B1
  0.00	2711	2711	S	1458425	                Comamonadaceae bacterium A1
  0.01	5855	26	G	219181	              Ottowia
  0.00	3471	3471	S	2109914	                Ottowia oryzae
  0.00	2358	2358	S	1658672	                Ottowia sp. oral taxon 894
  0.00	4536	0	G	364316	              Verminephrobacter
  0.00	4536	0	S	364317	                Verminephrobacter eiseniae
  0.00	4536	4536	S1	391735	                  Verminephrobacter eiseniae EF01-2
  0.00	4311	0	G	201096	              Alicycliphilus
  0.00	4311	3425	S	179636	                Alicycliphilus denitrificans
  0.00	492	492	S1	596153	                  Alicycliphilus denitrificans BC
  0.00	394	394	S1	596154	                  Alicycliphilus denitrificans K601
  0.00	3305	0	G	352450	              Simplicispira
  0.00	3305	3305	S	2109915	                Simplicispira suum
  0.00	3236	5	G	665874	              Limnohabitans
  0.00	1924	1924	S	1678128	                Limnohabitans sp. 63ED37-2
  0.00	1307	1307	S	1678129	                Limnohabitans sp. 103DPR2
  0.00	1928	0	G	1436289	              Candidatus Symbiobacter
  0.00	1928	0	S	1436290	                Candidatus Symbiobacter mobilis
  0.00	1928	1928	S1	946483	                  Candidatus Symbiobacter mobilis CR
  0.00	1748	0	G	281915	              Curvibacter
  0.00	1748	1748	S	1844971	                Curvibacter sp. AEP1-3
  0.00	489	0	G	238749	              Diaphorobacter
  0.00	489	489	S	1546149	                Diaphorobacter polyhydroxybutyrativorans
  0.13	137327	6417	F	506	            Alcaligenaceae
  0.06	66080	10597	G	517	              Bordetella
  0.01	5794	5794	S	463025	                Bordetella bronchialis
  0.00	5152	5152	S	1746199	                Bordetella sp. N
  0.00	5107	5107	S	1416806	                Bordetella genomosp. 8
  0.00	4672	4672	S	1697043	                Bordetella sp. H567
  0.00	4437	4437	S	463014	                Bordetella flabilis
  0.00	4410	4410	S	1416803	                Bordetella genomosp. 9
  0.00	4270	4270	S	463040	                Bordetella genomosp. 13
  0.00	3662	3662	S	103855	                Bordetella hinzii
  0.00	3516	3516	S	94624	                Bordetella petrii
  0.00	3070	3070	S	123899	                Bordetella trematum
  0.00	2729	2729	S	1331258	                Bordetella pseudohinzii
  0.00	2237	2233	S	35814	                Bordetella holmesii
  0.00	2	2	S1	1172205	                  Bordetella holmesii 44057
  0.00	2	2	S1	1266729	                  Bordetella holmesii F627
  0.00	1887	0	S	521	                Bordetella avium
  0.00	1887	1887	S1	360910	                  Bordetella avium 197N
  0.00	1848	1746	S	518	                Bordetella bronchiseptica
  0.00	54	54	S1	1208658	                  Bordetella bronchiseptica MO149
  0.00	48	48	S1	568707	                  Bordetella bronchiseptica 253
  0.00	1481	1481	S	2163011	                Bordetella sp. HZ20
  0.00	614	614	S	463024	                Bordetella genomosp. 6
  0.00	334	205	S	519	                Bordetella parapertussis
  0.00	129	129	S1	1208660	                  Bordetella parapertussis Bpp5
  0.00	263	214	S	520	                Bordetella pertussis
  0.00	49	49	S1	568706	                  Bordetella pertussis 18323
  0.04	47933	9885	G	222	              Achromobacter
  0.01	12064	8205	S	85698	                Achromobacter xylosoxidans
  0.00	3150	3150	S1	762376	                  Achromobacter xylosoxidans A8
  0.00	709	709	S1	1167634	                  Achromobacter xylosoxidans NH44784-1996
  0.01	5613	5613	S	217203	                Achromobacter spanius
  0.00	5410	5410	S	32002	                Achromobacter denitrificans
  0.00	4245	4245	S	217204	                Achromobacter insolitus
  0.00	4227	4227	S	1758194	                Achromobacter sp. AONIH1
  0.00	3675	3675	S	1881016	                Achromobacter sp. MFA1 R4
  0.00	2766	2766	S	2282475	                Achromobacter sp. B7
  0.00	48	48	S	72557	                Achromobacter ruhlandii
  0.00	4417	0	G	359336	              Castellaniella
  0.00	4417	0	S	75697	                Castellaniella defragrans
  0.00	4417	4417	S1	1437824	                  Castellaniella defragrans 65Phen
  0.00	3896	1203	G	507	              Alcaligenes
  0.00	2299	2299	S	511	                Alcaligenes faecalis
  0.00	394	394	S	323284	                Alcaligenes aquatilis
  0.00	3356	0	G	1921582	              Orrella
  0.00	3356	3356	S	1851544	                Orrella dioscoreae
  0.00	2652	33	G	290425	              Advenella
